FJ Accounts Receivable Aging Report ,,,,,,,,,,,,,,,,,,,
Legal Entity,"Alpha Ducts LLC,Alpine Coils Industry LLC,DC Serve Equipment Trading LLC,Euroclima Middle East Central Air Conditioning Equipment Manufacturing LLC,FJ Care Air Condition Trading LLC,FJ Care Technical Services LLC,FJ Electrical Engineering and General Trading Co. Limited,FJ Industries WLL,FJ Trading and Engineering Co. WLL,Faisal Jassem Trading Company LLC,Faisal Jassim Al Dosari Trading Owned By Faisal Jassim Mohammad Aldosari One Person Co. LLC,Faisal Jassim Engineering and Trading Co. LLC,Faisal Jassim Industries LLC,Faisal Jassim Trading Co. LLC,Flowtech Air Distribution Industries LLC,Future Journey Energy Solutions LLC,Metaform Industries LLC,Multiplast Dubai LLC,Raphael Khlat India Private Limited,Raphael Khlat Middle East FZCO,Tawreed Co. LLC,Tawreed Integrated Industries,ZZZ_DO_NOT_USE_IRQOLD",,,,,,,,,,,,,,,,,,
Division,"4010-Air Handling Unit,4020-Alpha Ducts,4030-Damper,4040-Alpine,4050-Insulation,4060-Busbar,4070-Chiller,4080-Corporate Administration,4090-Corporate Finance,4100-Corporate HR,4110-Corporate HSE & Internal Audit,4120-Corporate IT,4130-Corporate Logistics,4140-Corporate Management,4150-Corporate Marketing,4160-Corporate Procurement,4170-DC Serve,4180-Ducting ,4190-ECS Promaster,4200-ECS Promaster KSA,4210-Euroclima Middle East,4220-FJ Care,4230-FJ Energy,4240-FJ Iraq,4250-FJ Qatar Corporate,4260-Flowtech,4270-Flowtech KSA,4280-Lighting Solutions,4290-Metaform,4300-Multiplast KSA,4310-Multiplast UAE,4320-Pumps Aquaflo,4330-Pumps KSA,4340-Qatar MEP,4350-RKME ,4360-Ventilation Fans,4370-KSA Corporate,4380-DIP MPD Factory UAE",,,,,,,,,,,,,,,,,,
Business Unit,"Air Handling Unit KSA BU,Air Handling Unit UAE BU,Alpha Ducts KSA BU,Alpha Ducts Oman BU,Alpha Ducts Qatar BU,Alpha Ducts UAE BU,Alpine Coils General UAE BU,Alpine Coils UAE BU,Alpine Filter Frame UAE BU,Busbar UAE BU,Chiller UAE BU,Corporate Administration Abu Dhabi BU,Corporate Administration Dossari Trading UAE BU,Corporate Administration India BU,Corporate Administration Industries KSA BU,Corporate Administration Oman BU,Corporate Administration UAE BU,Corporate Finance India BU,Corporate Finance Industries KSA BU,Corporate Finance UAE BU,Corporate HR UAE BU,Corporate HSE & Internal Audit India BU,Corporate HSE & Internal Audit UAE BU,Corporate IT India BU,Corporate IT Industries KSA BU,Corporate IT UAE BU,Corporate Industries UAE BU,Corporate KSA BU,Corporate Logistics India BU,Corporate Logistics Industries KSA BU,Corporate Logistics UAE BU,Corporate Management UAE BU,Corporate Marketing UAE BU,Corporate Procurement UAE BU,DC Serve Cooling Tower KSA BU,DC Serve Cooling Tower Qatar BU,DC Serve Cooling Tower UAE BU,DC Serve General UAE BU,DC Serve Heat Exchanger KSA BU,DC Serve Heat Exchanger UAE BU,DC Serve KSA Operation UAE BU,DC Serve Qatar Operation UAE BU,DC Serve Valves KSA BU,DC Serve Valves Qatar BU,DC Serve Valves UAE BU,DCSM UAE BU,DIP MPD Factory UAE,Ducting FT Industries UAE BU,Ducting UAE BU,ECS Promaster India BU,ECS Promaster Industries KSA BU,ECS Promaster UAE BU,Euroclima Middle East AHU KSA BU,Euroclima Middle East AHU Qatar BU,Euroclima Middle East AHU UAE BU,Euroclima Middle East Export UAE BU,Euroclima Middle East FCU UAE BU,Euroclima Middle East General UAE BU,Euroclima Middle East KSA Operation UAE BU,Euroclima Middle East QTR Operation UAE BU,Euroclima Middle East Service UAE BU,FJ Care Casual Jobs UAE BU,FJ Care General UAE BU,FJ Care Projects UAE BU,FJ Care Services & AMC UAE BU,FJ Energy Boiler UAE BU,FJ Energy General UAE BU,FJ Energy KSA BU,FJ Energy KSA Operation UAE BU,FJ Energy Photovoltaic UAE BU,FJ Energy Plumbing UAE BU,FJ Energy Qatar BU,FJ Energy Qatar Operation UAE BU,FJ Energy Renewable UAE BU,FJ Energy Services UAE BU,FJ Iraq BU,FJ Iraq UAE BU,FJ Qatar Corporate BU,FJC AC Product Trading (FJC) UAE BU,FJC AC Product Trading KSA BU,FJC AC Product Trading UAE BU,FJC AC Spare Parts (FJC) UAE BU,FJC AC Spare Parts UAE BU,FJC AC Trading (FJC) UAE BU,FJC AC Trading UAE BU,Flowtech Dampers UAE BU,Flowtech FT Industries UAE BU,Flowtech Industries KSA BU,Flowtech KSA BU,Flowtech Oman BU,Flowtech Qatar BU,Flowtech UAE BU,Insulation KSA BU,Insulation Trading UAE BU,Insulation UAE BU,Lighting Solutions KSA BU,Lighting Solutions UAE BU,Metaform Access Panel Solution UAE BU,Metaform Architectural Metal Solution UAE BU,Metaform General Fabrication Solution UAE BU,Metaform General UAE BU,Metaform High-Performance Opening Solution UAE BU,Metaform KSA BU,Metaform Metal Enclosure Solution UAE BU,Metaform Metal Profile Solution UAE BU,Metaform POD UAE BU,Multiplast Industries KSA BU,Multiplast KSA BU,Multiplast UAE BU,Nationalisation Industries UAE BU,Nationalisation KSA BU,Nationalisation KSA Industries BU,Nationalisation UAE BU,Nationalization FT Industries UAE BU,Pumps Aquaflo General UAE BU,Pumps Aquaflo India BU,Pumps Aquaflo KSA BU,Pumps Aquaflo Oman BU,Pumps Aquaflo Service Oman BU,Pumps Aquaflo Service UAE BU,Pumps Aquaflo UAE BU,Qatar MEP BU,RKME UAE BU,Ventilation Fans Trading UAE BU,Ventilation Fans UAE BU",,,,,,,,,,,,,,,,,,
GL Code,All ,,,,,,,,,,,,,,,,,,
Aging As on,31/03/2026,,,,,,,,,,,,,,,,,,
Report Currency,Accounted,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Legal Entity,Division,Business Unit,GL Code,Customer Type,Customer Registry ID,Customer Account Number,Name of Customer,Country of customer,Currency,Total Receivable Value,Current/Not Due,0-30 days,31-60 days,61-90 days,91-120 days,121-180 days,181-365 days,366 to 730 days,Above 730 days
Raphael Khlat Middle East FZCO,‭4350‬,RKME UAE BU,‭121202-PDC Receipts‬,External,‭108901‬,317-108901,WOODSTOCK TRADING LLC,AE,AED,"63,000.00",0.00,"63,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
FJ Care Technical Services LLC,‭4220‬,FJC AC Spare Parts (FJC) UAE BU,‭121204-Unapplied Receipts‬,External,‭101947‬,309-101947,DEYARI BUILDING MAINTENANCE & CLEANING & DECOR LLC,AE,AED,-646.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-646.71
FJ Care Technical Services LLC,‭4220‬,FJC AC Spare Parts (FJC) UAE BU,‭121204-Unapplied Receipts‬,External,‭102498‬,309-102498,FJ SHOWROOM -COUNTER SALES,AE,AED,"-3,307.87",0.00,0.00,0.00,0.00,0.00,"-3,307.87",0.00,0.00,0.00
Alpha Ducts LLC,‭4020‬,Alpha Ducts UAE BU,‭121202-PDC Receipts‬,External,‭105695‬,301-105695,VENT COOL AIR CONDTIONING TRADING LLC,AE,AED,"12,700.80",0.00,0.00,0.00,"12,700.80",0.00,0.00,0.00,0.00,0.00
Alpha Ducts LLC,‭4020‬,Alpha Ducts UAE BU,‭121202-PDC Receipts‬,External,‭100278‬,301-100278,AL AMWAJ REFREGERATION EQUIPMENTS,AE,AED,"32,130.00",0.00,0.00,"21,420.00","10,710.00",0.00,0.00,0.00,0.00,0.00
Alpha Ducts LLC,‭4020‬,Alpha Ducts UAE BU,‭121204-Unapplied Receipts‬,External,‭103431‬,301-103431,LAMSAT ALMOHTARFEN TECHENICAL SERVICES,AE,AED,-64.64,0.00,0.00,0.00,-34.40,-30.24,0.00,0.00,0.00,0.00
Alpha Ducts LLC,‭4020‬,Alpha Ducts UAE BU,‭121202-PDC Receipts‬,External,‭106896‬,301-106896,GENERAL TECHNICAL RESOURCES,OM,OMR,"1,59,441.71",0.00,"85,073.25",0.00,"74,368.46",0.00,0.00,0.00,0.00,0.00
Alpha Ducts LLC,‭4020‬,Alpha Ducts UAE BU,‭121202-PDC Receipts‬,External,‭101330‬,301-101330,BARAD AC AND REFRIGERATION - SOLE PROPRIETORSHIP LLC,AE,AED,"15,589.00",0.00,0.00,"15,589.00",0.00,0.00,0.00,0.00,0.00,0.00
Alpha Ducts LLC,‭4020‬,Alpha Ducts UAE BU,‭121202-PDC Receipts‬,External,‭105321‬,301-105321,TAREEQ AL WAHA A/C. & REF. SPARE PARTS TR.LLC,AE,AED,"42,840.00",0.00,"10,710.00","10,710.00","21,420.00",0.00,0.00,0.00,0.00,0.00
DC Serve Equipment Trading LLC,‭4170‬,DC Serve Cooling Tower UAE BU,‭121204-Unapplied Receipts‬,External,‭108799‬,303-108799,MUKALLA IRON & STEEL COMPANY LTD.,YE,AED,"-1,51,524.00",0.00,"-1,01,016.00",0.00,0.00,"-50,508.00",0.00,0.00,0.00,0.00
DC Serve Equipment Trading LLC,‭4170‬,DC Serve Valves UAE BU,‭121204-Unapplied Receipts‬,External,‭101757‬,303-101757,CONVERSION ELECTROMECHANICAL COMPANY LLC,AE,AED,-0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.80
DC Serve Equipment Trading LLC,‭4170‬,DC Serve Valves UAE BU,‭121204-Unapplied Receipts‬,External,‭105661‬,303-105661,UNIVERSAL VOLTAS LLC,AE,AED,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00
DC Serve Equipment Trading LLC,‭4170‬,DC Serve Valves UAE BU,‭121202-PDC Receipts‬,External,‭101593‬,303-101593,CASTLE REFRIGERATION EQUIPMENT TRADING LLC,AE,AED,"7,522.08",0.00,"7,522.08",0.00,0.00,0.00,0.00,0.00,0.00,0.00
DC Serve Equipment Trading LLC,‭4170‬,DCSM UAE BU,‭223921-Advances from Customers‬,External,‭102228‬,303-102228,EMIRATES ALUMINIUM COMPANY LIMITED PJSC,AE,USD,"-4,56,544.85",0.00,0.00,0.00,"-6,636.48",0.00,0.00,"-4,49,908.37",0.00,0.00
Euroclima Middle East Central Air Conditioning Equipment Manufacturing LLC,‭4210‬,Euroclima Middle East Export UAE BU,‭121204-Unapplied Receipts‬,External,‭106157‬,304-106157,CONSUKORRA FOR TRADE AGENCIES & TECHNICAL CONSULTATIONS (S.A.E),EG,USD,"-6,72,243.87",0.00,0.00,"-6,72,243.87",0.00,0.00,0.00,0.00,0.00,0.00
Faisal Jassim Engineering and Trading Co. LLC,‭4260‬,Flowtech Oman BU,‭121204-Unapplied Receipts‬,External,‭106971‬,305-106971,NASEEM AL BATINAH AL WATINAH LLC,OM,OMR,"-1,908.63",0.00,0.00,0.00,0.00,"-1,908.63",0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4180‬,Ducting UAE BU,‭121204-Unapplied Receipts‬,External,‭106514‬,306-106514,HOTPOINT APPLIANCES LIMITED,KE,USD,-55.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-55.75
Faisal Jassim Industries LLC,‭4180‬,Ducting UAE BU,‭121204-Unapplied Receipts‬,External,‭104295‬,306-104295,PALM LEAVES GENERAL CONTRACTING L.L.C,AE,AED,-0.01,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4190‬,ECS Promaster UAE BU,‭121204-Unapplied Receipts‬,External,‭104040‬,306-104040,NASCON ENGINEERING LIMITED - ABU DHABI,AE,AED,"-4,59,925.58",0.00,0.00,0.00,"-4,43,324.27",0.00,0.00,0.00,"-16,601.31",0.00
Faisal Jassim Industries LLC,‭4190‬,ECS Promaster UAE BU,‭223921-Advances from Customers‬,External,‭102656‬,306-102656,GINCO ELECT. & SANITARY CONT. CO. LLC,AE,AED,-485.20,0.00,0.00,0.00,501.30,240.00,0.00,0.00,"-1,226.50",0.00
Faisal Jassim Industries LLC,‭4190‬,ECS Promaster UAE BU,‭121202-PDC Receipts‬,External,‭105702‬,306-105702,VERGER DELPORTE U.AE. LTD. CO,AE,AED,"5,42,171.25",0.00,0.00,0.00,"4,04,420.10","1,37,751.15",0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4190‬,ECS Promaster UAE BU,‭223921-Advances from Customers‬,External,‭102584‬,306-102584,G B C STREAMLINE CONTRACTING LLC,AE,AED,"-13,551.80",0.00,"13,698.80","1,02,262.60","28,746.00",0.00,90.40,"-1,58,349.60",0.00,0.00
Faisal Jassim Industries LLC,‭4190‬,ECS Promaster UAE BU,‭121202-PDC Receipts‬,External,‭105656‬,306-105656,UNITED MASTERS ELECTROMECHANICAL LLC,AE,AED,"10,12,422.61",0.00,"10,12,422.61",0.00,0.00,0.00,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4190‬,ECS Promaster UAE BU,‭121204-Unapplied Receipts‬,External,‭104972‬,306-104972,SHAANXI CONSTRUCTION ENGINEERING GROUP CORPORATION LIMITED - DUBAI BRANCH,AE,AED,"-7,019.48",0.00,"-7,019.48",0.00,0.00,0.00,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4050‬,Insulation UAE BU,‭121202-PDC Receipts‬,External,‭104669‬,306-104669,RELIANCE CONT. CO.,AE,AED,"3,22,874.37",0.00,"2,37,289.85",0.00,"85,584.52",0.00,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4190‬,ECS Promaster UAE BU,‭121401-Due from Inter Division‬,External,‭101402‬,306-101402,BILT MIDDLE EAST,AE,AED,"23,780.80",0.00,0.00,"18,259.54","5,521.26",0.00,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4180‬,Ducting UAE BU,‭121401-Due from Inter Division‬,External,‭105857‬,306-105857,YAS AIRCONDITIONING SUPPLIES INDUSTRY LLC,AE,AED,"9,714.74",0.00,"9,714.74",0.00,0.00,0.00,0.00,0.00,0.00,0.00
Alpine Coils Industry LLC,‭4040‬,Alpine Coils General UAE BU,‭121401-Due from Inter Division‬,External,‭103582‬,302-103582,MAHRAN SCRAP TR. CO. LLC,AE,AED,"68,209.00",0.00,0.00,2.85,0.00,"68,206.15",0.00,0.00,0.00,0.00
FJ Care Technical Services LLC,‭4220‬,FJ Care Casual Jobs UAE BU,‭121401-Due from Inter Division‬,External,‭103351‬,309-103351,KAZIM MOHAMMAD ALKHAFAJI,AE,AED,"15,750.00",0.00,"5,250.00",0.00,0.00,0.00,"10,500.00",0.00,0.00,0.00
FJ Care Technical Services LLC,‭4220‬,FJ Care Casual Jobs UAE BU,‭121401-Due from Inter Division‬,External,‭101558‬,309-101558,BURJEEL SPECIALTY HOSPITAL,AE,AED,"5,775.00",0.00,"5,775.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
FJ Care Technical Services LLC,‭4220‬,FJC AC Spare Parts (FJC) UAE BU,‭121401-Due from Inter Division‬,External,‭102370‬,309-102370,EUROLEAF TABAK CORP,AE,AED,"3,937.50",0.00,0.00,0.00,0.00,"3,937.50",0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121401-Due from Inter Division‬,External,‭100845‬,306-100845,AL SHAWKA GENERAL TRANSPORT& CONTRACTING EST,AE,AED,16.90,0.00,0.00,0.00,0.00,0.00,0.00,16.90,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121401-Due from Inter Division‬,External,‭100785‬,306-100785,AL SAFRAD ELECTROMECHANICAL WORKS LLC,AE,AED,"3,712.02",0.00,377.98,"2,954.91",366.66,0.00,0.00,12.47,0.00,0.00
Faisal Jassim Trading Co. LLC,‭4080‬,Corporate Administration UAE BU,‭121401-Due from Inter Division‬,Internal,‭102369‬,102369,EUROCLIMA MIDDLE EAST CENTRAL AIR CONDITIONING EQUIPMENT MANUFACTURING LLC (R),AE,AED,"8,12,126.86",0.00,0.00,"65,043.74","7,47,083.12",0.00,0.00,0.00,0.00,0.00
FJ Care Air Condition Trading LLC,‭4220‬,FJC AC Spare Parts UAE BU,‭121401-Due from Inter Division‬,External,‭105962‬,308-105962,Global Flavours & Fragrances Factory F.Z.E,AE,AED,"18,900.00",0.00,0.00,0.00,0.00,"18,900.00",0.00,0.00,0.00,0.00
Faisal Jassim Trading Co. LLC,‭4080‬,Corporate Administration UAE BU,‭121204-Unapplied Receipts‬,External,‭100570‬,307-100570,AL MAHA STEEL YARD CONT.,AE,AED,"-20,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-20,000.00"
FJ Care Air Condition Trading LLC,‭4220‬,FJC AC Spare Parts UAE BU,‭121204-Unapplied Receipts‬,External,‭103401‬,308-103401,KOHINOOR AIR CONDTIONER & REFRIGERATION PARTS TRADING,AE,AED,-125.00,0.00,0.00,0.00,0.00,0.00,0.00,-125.00,0.00,0.00
FJ Care Air Condition Trading LLC,‭4220‬,FJC AC Spare Parts UAE BU,‭121204-Unapplied Receipts‬,External,‭104487‬,308-104487,PROMPT AIR CONDITION TRADING L.L.C,AE,AED,"-2,520.00",0.00,0.00,0.00,0.00,0.00,"-2,520.00",0.00,0.00,0.00
FJ Care Technical Services LLC,‭4220‬,FJ Care Casual Jobs UAE BU,‭121204-Unapplied Receipts‬,External,‭101591‬,309-101591,CASH SALES,AE,AED,"-6,300.00",0.00,"-6,300.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
FJ Care Technical Services LLC,‭4220‬,FJC AC Trading (FJC) UAE BU,‭121202-PDC Receipts‬,External,‭102483‬,309-102483,FIRST OPTION CONTRACTING LLC,AE,AED,"74,268.60",0.00,0.00,"74,268.60",0.00,0.00,0.00,0.00,0.00,0.00
FJ Trading and Engineering Co. WLL,‭4210‬,Euroclima Middle East AHU Qatar BU,‭121204-Unapplied Receipts‬,External,‭107408‬,312-107408,FOUR SEASONS RESORT & RESIDENCE AT THE PEARL QATAR,QA,QAR,"-44,900.00",0.00,0.00,0.00,"-37,000.00",0.00,"-7,900.00",0.00,0.00,0.00
Multiplast Dubai LLC,‭4310‬,Multiplast UAE BU,‭121204-Unapplied Receipts‬,External,‭108988‬,315-108988,Nish Developers Pvt Ltd,IN,USD,-28.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-28.30
Multiplast Dubai LLC,‭4310‬,Multiplast UAE BU,‭121204-Unapplied Receipts‬,External,‭103343‬,315-103343,KARNAFULY ELECTROMECHANICAL WORKS LLC,AE,AED,-0.25,0.00,0.00,0.00,-0.25,0.00,0.00,0.00,0.00,0.00
Multiplast Dubai LLC,‭4310‬,Multiplast UAE BU,‭121204-Unapplied Receipts‬,External,‭103568‬,315-103568,MAG INTERNATIONAL ELECTRO - MECHANICAL WORKS,AE,AED,"-79,224.92",0.00,"-76,678.67","-2,546.25",0.00,0.00,0.00,0.00,0.00,0.00
Tawreed Co. LLC,‭4330‬,Pumps Aquaflo KSA BU,‭121204-Unapplied Receipts‬,External,‭108539‬,318-108539,SAUDI SALCO CONTRACTING CO,SA,SAR,"-2,35,750.00",0.00,0.00,0.00,0.00,0.00,"-2,35,750.00",0.00,0.00,0.00
Tawreed Integrated Industries,‭4300‬,Multiplast Industries KSA BU,‭121204-Unapplied Receipts‬,External,‭108305‬,319-108305,KHOBRAA ALMANZIL,SA,SAR,-437.00,0.00,0.00,0.00,0.00,0.00,0.00,-437.00,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121204-Unapplied Receipts‬,External,‭106514‬,306-106514,HOTPOINT APPLIANCES LIMITED,KE,AED,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121204-Unapplied Receipts‬,External,‭104873‬,306-104873,SAMA AL OZON AIRCONDITIONING SYSTEMS FIXING LLC,AE,AED,-0.90,0.00,0.00,0.00,0.00,0.00,-0.90,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121204-Unapplied Receipts‬,External,‭101161‬,306-101161,ARCO TURNKEY SOLUTIONS CONTRACTING LLC,AE,AED,-0.09,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121202-PDC Receipts‬,External,‭103383‬,306-103383,KHOTOT AL SHAMANDY CONTRACTING L.L.C,AE,AED,"1,301.74",0.00,0.00,"1,301.74",0.00,0.00,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4320‬,Pumps Aquaflo UAE BU,‭223921-Advances from Customers‬,External,‭105077‬,306-105077,SKY INTERNATIONAL TECHNICALS WORKS LLC,AE,AED,"-9,649.00",0.00,0.00,"-9,649.00",0.00,0.00,0.00,0.00,0.00,0.00
Raphael Khlat Middle East FZCO,‭4350‬,RKME UAE BU,‭121202-PDC Receipts‬,External,‭108893‬,317-108893,STORE MAKERS INTERIORS L.L.C,AE,AED,"5,04,000.00",0.00,0.00,0.00,0.00,0.00,"5,04,000.00",0.00,0.00,0.00
FJ Care Air Condition Trading LLC,‭4220‬,FJC AC Trading UAE BU,‭121204-Unapplied Receipts‬,External,‭176235‬,308-176235, RAKHAT CONSTRUCTION LLC,AE,AED,-0.60,0.00,-0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
FJ Care Technical Services LLC,‭4220‬,FJC AC Spare Parts (FJC) UAE BU,‭121204-Unapplied Receipts‬,External,‭102409‬,309-102409,FACILITIES MASTER TECHNICAL WORKS LLC,AE,AED,-315.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-315.00,0.00
Alpha Ducts LLC,‭4020‬,Alpha Ducts UAE BU,‭121204-Unapplied Receipts‬,External,‭106268‬,301-106268,RR ENGINEERS AND CONTRACTOR,IN,USD,-42.68,0.00,0.00,-42.68,0.00,0.00,0.00,0.00,0.00,0.00
DC Serve Equipment Trading LLC,‭4170‬,DC Serve Heat Exchanger UAE BU,‭121204-Unapplied Receipts‬,External,‭101655‬,303-101655,CHINA RAILWAY 18TH BUREAU GROUP LLC,AE,AED,-0.01,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DC Serve Equipment Trading LLC,‭4170‬,DC Serve Valves UAE BU,‭121204-Unapplied Receipts‬,External,‭105178‬,303-105178,SSANGYONG-BESIX JOINT VENTURE,AE,AED,"-4,327.42",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-4,327.42"
DC Serve Equipment Trading LLC,‭4170‬,DC Serve Valves UAE BU,‭121204-Unapplied Receipts‬,External,‭103129‬,303-103129,INNOVO M E P ELECTROMECHANICAL WORKS LLC,AE,AED,-0.01,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
DC Serve Equipment Trading LLC,‭4170‬,DCSM UAE BU,‭121204-Unapplied Receipts‬,External,‭101822‬,303-101822,CROWNE PLAZA HOTEL DUBAI JUMEIRAH (BR OF MOHAMED & OBAID AL MULLA LLC),AE,AED,"-7,27,125.00",0.00,0.00,0.00,0.00,0.00,0.00,"-7,27,125.00",0.00,0.00
Faisal Jassim Industries LLC,‭4190‬,ECS Promaster UAE BU,‭121204-Unapplied Receipts‬,External,‭100762‬,306-100762,AL RIAZ ELECTRICAL WORKS LLC,AE,AED,-0.30,0.00,0.00,0.00,0.00,0.00,0.00,-0.30,0.00,0.00
Faisal Jassim Industries LLC,‭4190‬,ECS Promaster UAE BU,‭223921-Advances from Customers‬,External,‭104917‬,306-104917,SCALE ELECTROMECHANICAL WORKS & AIRCONDITIONING LLC,AE,AED,"-51,515.10",0.00,"4,945.00","4,539.90","-61,000.00",0.00,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4180‬,Ducting UAE BU,‭121401-Due from Inter Division‬,External,‭106514‬,306-106514,HOTPOINT APPLIANCES LIMITED,KE,USD,56.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.97
Faisal Jassim Industries LLC,‭4050‬,Insulation UAE BU,‭121401-Due from Inter Division‬,External,‭104670‬,306-104670,RELIANCE ELECTRO MECHANICAL PLUMBING & CONTRACTING CO. LLC,AE,AED,"1,857.47",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,857.47",0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121401-Due from Inter Division‬,External,‭101402‬,306-101402,BILT MIDDLE EAST,AE,AED,"2,27,107.31",0.00,0.00,"1,09,900.88",0.00,"60,561.85","56,644.58",0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4260‬,Flowtech UAE BU,‭121401-Due from Inter Division‬,External,‭104670‬,306-104670,RELIANCE ELECTRO MECHANICAL PLUMBING & CONTRACTING CO. LLC,AE,AED,"2,216.50",0.00,0.00,0.00,"2,216.50",0.00,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4320‬,Pumps Aquaflo General UAE BU,‭121401-Due from Inter Division‬,External,‭102584‬,306-102584,G B C STREAMLINE CONTRACTING LLC,AE,AED,"73,398.15",0.00,0.00,0.00,0.00,0.00,"73,398.15",0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4320‬,Pumps Aquaflo UAE BU,‭121401-Due from Inter Division‬,External,‭103387‬,306-103387,KINETIC ELECTROMECHANICAL WORKS LLC,AE,AED,"2,54,106.39",0.00,0.00,0.00,0.00,"2,54,106.39",0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4320‬,Pumps Aquaflo UAE BU,‭121401-Due from Inter Division‬,External,‭102310‬,306-102310,ENGCORE TECHNICAL SERVICES LLC.,AE,AED,600.00,0.00,0.00,600.00,0.00,0.00,0.00,0.00,0.00,0.00
Faisal Jassim Industries LLC,‭4320‬,Pumps Aquaflo Service UAE BU,‭121401-Due from Inter Division‬,External,‭101591‬,306-101591,CASH SALES,AE,AED,"7,000.00",0.00,"7,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
Future Journey Energy Solutions LLC,‭4230‬,FJ Energy Services UAE BU,‭121204-Unapplied Receipts‬,External,‭105122‬,313-105122,SOFITEL DUBAI JUMEIRAHBEACH HOTEL,AE,AED,"-6,562.50",0.00,0.00,"-6,562.50",0.00,0.00,0.00,0.00,0.00,0.00
Future Journey Energy Solutions LLC,‭4230‬,FJ Energy Services UAE BU,‭121204-Unapplied Receipts‬,External,‭106133‬,313-106133,GLEN DIMPLEX DEUTSCHLAND GMBH,DE,EUR,-1.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.29
Multiplast Dubai LLC,‭4310‬,Multiplast UAE BU,‭121204-Unapplied Receipts‬,External,‭104727‬,315-104727,ROSE CITY CONTRACTING L.L.C,AE,AED,"-3,939.59",0.00,"-3,939.59",0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tawreed Co. LLC,‭4370‬,Corporate KSA BU,‭121204-Unapplied Receipts‬,External,‭108465‬,318-108465,SAUDI ARABIAN BAYTUR CONSTRUCTION CO,SA,SAR,-748.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-748.00
Tawreed Co. LLC,‭4170‬,DC Serve Valves KSA BU,‭223921-Advances from Customers‬,External,‭108484‬,318-108484,SAUDI BINLADIN GROUP – SPARE PARTS JOB,SA,SAR,"-3,79,800.06",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"-3,79,800.06"
Tawreed Co. LLC,‭4170‬,DC Serve Valves KSA BU,‭121204-Unapplied Receipts‬,External,‭116073‬,318-116073,UNITED PARK COMPANY,SA,SAR,"-13,340.00",0.00,0.00,0.00,0.00,0.00,"-13,340.00",0.00,0.00,0.00
